name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",True,True,4.4,1
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
A1 Pizza Lethbridge,Lethbridge,AB,T1H 2S4,CA,"Ailes, American, Bistro, Diner, Dîner, Italian, Lunch, Pizza, Wings",True,True,4.5,1
European Bakery & Deli,Calgary,AB,T2S 0A9,CA,"Allergy Friendly, American, Bakery, Boulangerie/Pâtisserie, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Dessert, Desserts, European, Européen, International, Offers, Offres",True,True,4.8,18
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
European Bakery & Deli,Calgary,AB,T2S 0A9,CA,"Allergy Friendly, American, Bakery, Boulangerie/Pâtisserie, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Dessert, Desserts, European, Européen, International, Offers, Offres",True,True,4.8,18
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Rocky's Italian,Calgary,AB,T2G 4R7,CA,"Burgers, Canadian, Canadien, Chicken, Hamburgers, Italian, Italien, Pasta, Pâtes, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood",True,True,2.3,11
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
A Perfect Pizza And East Indian Cuisine,Airdrie,AB,T4A,CA,"American, Américain, Chicken, Comfort Food, Donair, Fast Food, Global Diversity Month, Healthy, Indian, Indien, Mois Mondial De La Diversité, Pasta, Pizza, Poulet, Prêt-À-Manger, Salads, Vegetarian Friendly",True,True,4.5,42
Montana's Bbq & Bar,Red Deer,AB,T4R 3A2,CA,"American, Américain, Barbecue, Bbq, Burgers, Chicken, Hamburgers, Locally Sourced, Offers, Offres, Pepsi, Poulet, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Steak, Steakhouse",True,True,4.1,34
A&W,Red Deer,AB,T4R,CA,"American, Breakfast & Brunch, Burgers, Canadian, Canadien, Chicken, Crèmerie, Déjeuner Et Brunch, Fast Food, Hamburgers, Ice Cream & Frozen Treats, Locally Sourced, Poulet, Prêt-À-Manger, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",True,True,3.7,1
Ab Liquor Outlet,Calgary,AB,T2A 6X7,CA,"Alcohol, Alcool, Beer, Bière, Boissons Alcoolisées, Bud Light, Budweiser, Corona, Drinks, Liquor, Off-Licences, Party Essentials, Tout Pour La Fête, Wine",False,True,4.9,1
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Ab Liquor Outlet,Calgary,AB,T2A 6X7,CA,"Alcohol, Alcool, Beer, Bière, Boissons Alcoolisées, Bud Light, Budweiser, Corona, Drinks, Liquor, Off-Licences, Party Essentials, Tout Pour La Fête, Wine",False,True,4.9,1
Monster Cupcakes,Calgary,AB,T2L 0C5,CA,"Cupcakes, Desserts, Kid Friendly, Kids Friendly",True,True,2.6,11
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",True,True,4.3,24
Starbucks,Calgary,AB,T1Y 6M6,CA,"Bakery, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",False,True,4.7,166
Starbucks,Edmonton,AB,T6J 5E5,CA,"Bakery, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",False,True,4.7,15
Aapna Meat Sweets Dosa,Edmonton,AB,T6X 1L1,CA,"Asian, Chicken, Chinese, Chinois, Fait-Maison, Family Meals, Fruits De Mer, Healthy, Homemade, Indian, Indien, International, Noodle Shop, Nouilles, Offers, Offres, Poulet, Santé, Seafood, Vegetarian, Végétarien",True,True,3.6,16
2 For 1 Pizza House,Edmonton,AB,T6X 2G6,CA,"American, Canadian, Canadien, Indian, Indien, Italian, Italien, Pizza",True,True,4.1,11
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
A Perfect Pizza And East Indian Cuisine,Airdrie,AB,T4A,CA,"American, Américain, Chicken, Comfort Food, Donair, Fast Food, Global Diversity Month, Healthy, Indian, Indien, Mois Mondial De La Diversité, Pasta, Pizza, Poulet, Prêt-À-Manger, Salads, Vegetarian Friendly",True,True,4.5,42
Petro-Canada,Edmonton,AB,T5M,CA,"Ben & Jerry's, Café/Thé, Canadian, Canadien, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",False,True,4.4,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",True,True,4.3,24
Petro-Canada,Red Deer,AB,T4N,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",True,True,4.7,1
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",True,True,4.3,24
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.3,18
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.7,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",True,True,4.4,1
Petro-Canada,Edmonton,AB,T5M,CA,"Ben & Jerry's, Café/Thé, Canadian, Canadien, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",False,True,4.4,1
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.3,18
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",True,True,4.4,1
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Petro-Canada,Spruce Grove,AB,T7X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",True,True,5.0,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
2 For 1 Pizza House,Edmonton,AB,T6X 2G6,CA,"American, Canadian, Canadien, Indian, Indien, Italian, Italien, Pizza",True,True,4.1,11
Petro-Canada,Edmonton,AB,T6X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.1,1
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.7,1
Petro-Canada,Edmonton,AB,T5M,CA,"Ben & Jerry's, Café/Thé, Canadian, Canadien, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",False,True,4.4,1
Petro-Canada,Edmonton,AB,T6X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.7,1
Petro-Canada,Edmonton,AB,T5Y,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.4,1
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.8,1
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",True,True,4.3,18
